 425214   , 1377046  , 26595 
 425160   , 1377039  , 26573 
 425198   , 1377098  , 26538 
 425276   , 1377340  , 26555 
 425305   , 1377453  , 26509 
 425382   , 1377519  , 26575 
 425493   , 1377583  , 26554 
 425473   , 1377735  , 26522 
 425477   , 1377748  , 26468 
 425480   , 1377621  , 26486 
 425389   , 1377844  , 26398 
 425459   , 1377666  , 26579 
 425402   , 1377528  , 26518 
 425450   , 1377619  , 26521 
 425501   , 1377600  , 26596 
 425532   , 1377748  , 26579 
 425578   , 1377558  , 26494 
 425530   , 1377723  , 26536 
 425551   , 1377656  , 26517 
 425625   , 1377711  , 26502 
 425601   , 1377578  , 26468 
 425493   , 1377704  , 26451 
 425573   , 1377623  , 26455 
 425578   , 1377569  , 26506 
 425655   , 1377609  , 26488 
 425494   , 1377800  , 26474 
 425489   , 1378167  , 26498 
 425484   , 1378178  , 26613 
 425391   , 1378372  , 26517 
 425487   , 1378002  , 26652 
 425299   , 1378162  , 26576 
 425565   , 1378128  , 26560 
 425451   , 1378295  , 26486 
 425490   , 1378252  , 26527 
 425505   , 1378533  , 26508 
 425502   , 1378513  , 26448 
 425437   , 1378670  , 26496 
 425546   , 1378524  , 26474 
 425578   , 1378728  , 26555 
 425573   , 1379040  , 26499 
 425604   , 1379088  , 26601 
 425526   , 1379336  , 26668 
 425664   , 1379146  , 26654 
 425666   , 1379322  , 26721 
 425618   , 1379287  , 26610 
 425585   , 1379472  , 26680 
 425777   , 1379476  , 26702 
 425731   , 1379484  , 26606 
 425768   , 1379404  , 26586 
 425734   , 1379854  , 26588 
 425909   , 1379997  , 26669 
 425956   , 1380203  , 26672 
 425872   , 1380546  , 26672 
 425807   , 1380514  , 26635 
 425721   , 1380906  , 26663 
 425894   , 1380605  , 26806 
 425817   , 1380543  , 26714 
 425761   , 1380384  , 26655 
 425782   , 1380370  , 26668 
 425948   , 1380203  , 26679 
 425900   , 1380326  , 26704 
 425972   , 1380258  , 26768 
 425986   , 1380265  , 26737 
 425937   , 1380447  , 26695 
 425952   , 1380187  , 26680 
 425860   , 1380241  , 26746 
 425869   , 1379876  , 26726 
 425802   , 1379734  , 26691 
 425898   , 1379597  , 26739 
 425753   , 1379496  , 26745 
 425731   , 1379391  , 26797 
 425689   , 1379381  , 26760 
 425688   , 1379240  , 26759 
 425732   , 1379288  , 26719 
 425734   , 1379493  , 26726 
 425745   , 1379559  , 26699 
 425803   , 1379780  , 26713 
 425735   , 1379790  , 26606 
 425607   , 1379937  , 26589 
 425590   , 1379924  , 26581 
 425656   , 1380024  , 26580 
 425666   , 1379921  , 26605 
 425497   , 1379891  , 26612 
 425543   , 1379688  , 26680 
 425484   , 1379742  , 26626 
 425532   , 1379692  , 26675 
 425476   , 1379661  , 26656 
 425487   , 1379793  , 26658 
 425484   , 1379774  , 26596 
 425447   , 1379997  , 26673 
 425426   , 1379763  , 26622 
 425400   , 1379937  , 26551 
 425381   , 1379646  , 26414 
 425423   , 1379455  , 26448 
 425279   , 1379191  , 26464 
 425302   , 1379213  , 26532 
 425244   , 1378929  , 26543 
 425290   , 1378943  , 26645 
 425361   , 1378825  , 26613 
 425290   , 1378905  , 26687 
 425325   , 1379140  , 26518 
 425262   , 1379011  , 26567 
 425337   , 1379429  , 26643 
 425428   , 1379549  , 26604 
 425417   , 1379742  , 26663 
 425422   , 1379738  , 26562 
 425441   , 1380209  , 26501 
 425432   , 1380265  , 26527 
 425377   , 1380395  , 26439 
 425417   , 1380551  , 26534 
 425456   , 1380801  , 26490 
 425497   , 1380942  , 26595 
 425456   , 1381033  , 26606 
 425313   , 1381357  , 26590 
 425359   , 1381185  , 26627 
 425376   , 1381130  , 26655 
 425448   , 1380879  , 26676 
 425252   , 1380919  , 26592 
 425343   , 1380842  , 26606 
 425444   , 1381125  , 26763 
 425378   , 1380963  , 26654 
 425380   , 1380950  , 26546 
 425441   , 1381028  , 26626 
 425395   , 1381283  , 26610 
 425322   , 1381421  , 26654 
 425364   , 1381231  , 26679 
 425284   , 1381419  , 26646 
 425221   , 1381243  , 26743 
 425202   , 1381294  , 26671 
 425282   , 1381114  , 26668 
 425144   , 1381078  , 26623 
 425239   , 1381143  , 26743 
 425267   , 1381184  , 26687 
 425335   , 1381313  , 26708 
 425244   , 1381409  , 26662 
 425229   , 1381595  , 26685 
 425303   , 1381716  , 26638 
 425219   , 1382035  , 26614 
 425142   , 1381707  , 26592 
 425056   , 1381994  , 26581 
 425153   , 1381926  , 26621 
 425102   , 1381951  , 26710 
 424964   , 1381692  , 26639 
 425001   , 1381958  , 26767 
 425014   , 1381927  , 26706 
 424998   , 1382051  , 26767 
 424978   , 1382284  , 26716 
 425056   , 1382181  , 26713 
 425014   , 1382429  , 26638 
 425131   , 1382506  , 26917 
 424956   , 1382600  , 26764 
 425202   , 1382701  , 26834 
 425039   , 1382790  , 26763 
 425244   , 1382789  , 26867 
 425058   , 1382790  , 26809 
 425165   , 1382792  , 26842 
 425002   , 1382619  , 26798 
 425093   , 1382642  , 26894 
 424956   , 1382561  , 26800 
 425125   , 1382605  , 26880 
 425062   , 1382742  , 26846
