 428737   , 1382655  , 26722 
 428951   , 1382484  , 26764 
 428749   , 1382534  , 26700 
 428944   , 1382323  , 26789 
 428815   , 1382271  , 26708 
 428903   , 1382137  , 26725 
 428748   , 1381850  , 26619 
 428862   , 1381912  , 26743 
 428756   , 1381797  , 26664 
 428931   , 1381582  , 26727 
 428704   , 1381367  , 26546 
 428850   , 1381616  , 26645 
 428865   , 1381371  , 26655 
 428839   , 1381477  , 26755 
 428780   , 1381395  , 26654 
 428706   , 1381580  , 26649 
 428561   , 1381404  , 26608 
 428590   , 1381637  , 26704 
 428507   , 1381504  , 26580 
 428481   , 1381718  , 26634 
 428457   , 1381562  , 26493 
 428507   , 1381747  , 26586 
 428358   , 1381429  , 26529 
 428442   , 1381422  , 26584 
 428271   , 1381431  , 26471 
 428382   , 1381202  , 26558 
 428204   , 1380991  , 26375 
 428219   , 1380835  , 26562 
 428018   , 1380775  , 26482 
 428115   , 1380598  , 26568 
 427937   , 1380363  , 26333 
 428053   , 1380297  , 26504 
 427990   , 1380388  , 26563 
 428015   , 1380274  , 26522 
 427899   , 1380353  , 26433 
 428012   , 1380466  , 26517 
 427846   , 1380179  , 26320 
 427928   , 1380346  , 26383 
 427820   , 1380007  , 26310 
 427837   , 1380100  , 26381 
 427795   , 1379820  , 26367 
 427720   , 1379930  , 26417 
 427675   , 1379841  , 26405 
 427748   , 1379924  , 26408 
 427745   , 1379827  , 26443 
 427743   , 1380203  , 26476 
 427725   , 1380289  , 26540 
 427803   , 1380517  , 26580 
 427691   , 1380906  , 26452 
 427795   , 1381070  , 26529 
 427729   , 1381274  , 26498 
 427819   , 1381330  , 26513 
 427707   , 1381475  , 26451 
 427894   , 1381556  , 26558 
 427761   , 1381763  , 26424 
 427866   , 1381794  , 26439 
 427624   , 1381762  , 26384 
 427695   , 1381742  , 26513 
 427620   , 1381986  , 26506 
 427642   , 1382255  , 26502 
 427649   , 1382243  , 26554 
 427729   , 1382408  , 26584 
 427628   , 1382051  , 26492 
 427683   , 1382356  , 26614 
 427688   , 1382230  , 26505 
 427698   , 1382195  , 26530 
 427645   , 1382068  , 26439 
 427657   , 1382128  , 26437 
 427598   , 1381954  , 26375 
 427637   , 1381988  , 26490 
 427599   , 1382031  , 26498 
 427716   , 1382047  , 26443 
 427677   , 1382316  , 26464 
 427784   , 1382222  , 26593 
 427658   , 1382433  , 26540 
 427736   , 1382231  , 26559 
 427538   , 1382052  , 26496 
 427796   , 1382239  , 26572 
 427714   , 1382225  , 26488 
 427815   , 1382296  , 26478 
 427673   , 1382340  , 26485 
 427922   , 1382515  , 26575 
 427725   , 1382489  , 26458 
 427804   , 1382949  , 26551 
 427753   , 1382661  , 26392 
 427848   , 1382684  , 26543 
 427840   , 1382422  , 26492 
 427779   , 1382462  , 26597 
 427777   , 1382210  , 26618 
 427786   , 1382336  , 26645 
 427766   , 1382100  , 26593 
 427846   , 1382375  , 26716 
 427802   , 1382110  , 26609 
 427904   , 1382209  , 26602 
 427852   , 1382077  , 26560 
 427991   , 1382301  , 26660 
 427932   , 1382430  , 26581 
 427962   , 1382151  , 26643 
 427744   , 1382183  , 26508 
 427823   , 1381956  , 26710 
 427731   , 1381947  , 26714 
 427735   , 1381797  , 26687 
 427674   , 1381955  , 26677 
 427718   , 1381689  , 26679 
 427592   , 1381655  , 26658 
 427628   , 1381456  , 26693 
 427732   , 1381374  , 26652 
 427770   , 1381550  , 26634 
 427658   , 1381235  , 26627 
 427683   , 1381438  , 26712 
 427545   , 1381160  , 26649 
 427694   , 1381239  , 26689 
 427674   , 1380816  , 26755 
 427546   , 1380877  , 26680 
 427430   , 1380549  , 26629 
 427440   , 1380672  , 26664 
 427378   , 1380270  , 26668 
 427474   , 1380366  , 26680 
 427366   , 1380493  , 26673 
 427387   , 1380479  , 26629 
 427332   , 1380617  , 26551 
 427461   , 1380441  , 26663 
 427335   , 1380430  , 26569 
 427470   , 1380442  , 26619 
 427389   , 1380499  , 26564 
 427504   , 1380510  , 26552 
 427335   , 1380588  , 26406 
 427408   , 1380568  , 26568 
 427341   , 1380267  , 26518 
 427423   , 1380426  , 26627 
 427223   , 1380387  , 26494 
 427262   , 1380631  , 26571 
 427282   , 1380420  , 26512 
 427332   , 1380672  , 26526 
 427258   , 1380809  , 26519 
 427367   , 1381021  , 26559 
 427383   , 1380821  , 26538 
 427389   , 1381053  , 26461 
 427370   , 1380818  , 26518 
 427398   , 1380908  , 26517 
 427352   , 1380862  , 26532 
 427525   , 1381093  , 26512 
 427433   , 1381289  , 26424 
 427476   , 1381419  , 26502 
 427525   , 1381816  , 26577 
 427525   , 1381936  , 26560 
 427419   , 1382331  , 26478 
 427481   , 1382425  , 26536 
 427531   , 1382594  , 26568 
 427587   , 1382633  , 26627 
 427581   , 1382817  , 26457 
 427624   , 1382898  , 26577 
 427648   , 1382994  , 26617 
 427666   , 1383076  , 26584 
 427578   , 1383111  , 26505 
 427598   , 1383397  , 26605 
 427544   , 1383032  , 26499 
 427549   , 1383260  , 26586 
 427553   , 1382997  , 26580 
 427507   , 1382993  , 26649 
 427437   , 1382722  , 26656 
 427507   , 1382677  , 26669 
 427466   , 1382510  , 26636 
 427466   , 1382519  , 26681 
 427428   , 1382530  , 26631 
 427473   , 1382459  , 26585 
 427424   , 1382609  , 26558 
 427504   , 1382412  , 26540 
 427373   , 1382486  , 26573 
 427443   , 1382493  , 26634 
 427383   , 1382509  , 26568 
 427457   , 1382459  , 26645 
 427331   , 1382451  , 26593 
 427443   , 1382412  , 26627 
 427267   , 1382210  , 26621 
 427303   , 1382239  , 26663 
 427207   , 1382175  , 26693 
 427273   , 1382257  , 26658 
 427236   , 1382247  , 26618 
 427177   , 1382472  , 26663 
 427277   , 1382268  , 26641 
 427306   , 1382281  , 26642 
 427332   , 1382005  , 26593 
 427304   , 1381938  , 26575 
 427383   , 1381725  , 26638 
 427294   , 1381663  , 26568 
 427197   , 1381450  , 26488 
 427094   , 1381613  , 26605 
 427153   , 1381460  , 26676 
 427165   , 1381342  , 26760 
 427079   , 1381291  , 26677 
 427308   , 1381275  , 26687 
 427179   , 1381404  , 26721 
 427224   , 1381325  , 26792 
 427174   , 1381264  , 26683 
 427271   , 1381143  , 26627 
 427183   , 1381266  , 26666 
 427193   , 1381193  , 26592 
 427222   , 1381277  , 26614 
 427239   , 1381120  , 26679 
 427249   , 1381179  , 26623 
 427186   , 1381443  , 26693 
 427145   , 1381322  , 26679 
 427188   , 1381458  , 26702 
 427097   , 1381333  , 26656 
 427155   , 1381512  , 26755 
 427165   , 1381305  , 26706 
 427148   , 1381281  , 26781 
 427170   , 1381122  , 26760 
 427095   , 1381213  , 26772 
 427265   , 1381252  , 26716 
 427313   , 1381350  , 26710 
 427273   , 1381372  , 26619 
 427395   , 1381506  , 26742 
 427299   , 1381537  , 26732 
 427313   , 1381551  , 26668 
 427164   , 1381683  , 26638 
 427128   , 1381554  , 26699 
 427015   , 1381823  , 26710 
 427119   , 1381638  , 26794 
 426913   , 1381527  , 26679 
 426931   , 1381331  , 26660 
 426807   , 1381349  , 26745 
 426823   , 1381335  , 26705 
 426898   , 1381363  , 26705 
 426830   , 1381471  , 26638 
 426914   , 1381442  , 26627 
 426941   , 1381655  , 26619 
 427020   , 1381575  , 26612 
 426918   , 1381750  , 26621 
 426893   , 1381509  , 26614 
 426887   , 1381604  , 26589 
 426861   , 1381567  , 26626 
 426764   , 1381417  , 26713 
 426807   , 1381353  , 26646 
 426730   , 1381409  , 26697 
 426785   , 1381473  , 26627 
 426819   , 1381258  , 26705 
 426719   , 1381326  , 26673 
 426728   , 1381079  , 26586 
 426607   , 1381096  , 26592 
 426724   , 1380906  , 26585 
 426655   , 1380895  , 26536 
 426823   , 1380809  , 26629 
 426711   , 1380883  , 26567 
 426725   , 1380902  , 26536 
 426678   , 1380868  , 26559 
 426744   , 1380913  , 26522 
 426694   , 1381026  , 26482 
 426619   , 1381382  , 26651 
 426640   , 1381237  , 26649 
 426639   , 1381429  , 26689 
 426579   , 1381231  , 26702 
 426619   , 1381246  , 26725 
 426664   , 1381167  , 26612 
 426579   , 1381109  , 26576 
 426678   , 1381083  , 26580 
 426631   , 1381188  , 26536 
 426597   , 1380942  , 26576 
 426632   , 1380834  , 26547 
 426594   , 1381008  , 26517 
 426547   , 1380620  , 26467 
 426478   , 1380383  , 26584 
 426549   , 1380063  , 26601 
 426384   , 1380125  , 26641 
 426436   , 1379859  , 26647 
 426347   , 1379663  , 26604 
 426422   , 1379595  , 26621 
 426321   , 1379733  , 26617 
 426364   , 1379720  , 26652 
 426460   , 1379725  , 26575 
 426490   , 1380017  , 26614 
 426514   , 1379907  , 26600 
 426444   , 1380193  , 26550 
 426478   , 1379907  , 26601 
 426466   , 1380024  , 26609 
 426415   , 1380039  , 26558 
 426317   , 1380030  , 26525 
 426311   , 1380047  , 26589 
 426281   , 1380242  , 26604 
 426230   , 1380333  , 26642 
 426243   , 1380403  , 26759 
 426306   , 1380454  , 26680 
 426332   , 1380516  , 26710 
 426278   , 1380784  , 26737 
 426351   , 1380698  , 26664 
 426436   , 1380866  , 26649 
 426395   , 1380718  , 26669 
 426344   , 1380856  , 26544 
 426344   , 1380676  , 26630 
 426218   , 1380576  , 26631 
 426303   , 1380472  , 26625 
 426232   , 1380520  , 26704 
 426302   , 1380518  , 26751 
 426261   , 1380541  , 26717 
 426207   , 1380838  , 26769 
 426302   , 1380801  , 26819 
 426321   , 1380913  , 26793 
 426223   , 1380792  , 26713 
 426335   , 1380813  , 26706 
 426258   , 1380655  , 26626 
 426143   , 1380475  , 26602 
 426340   , 1380528  , 26706 
 426262   , 1380533  , 26719 
 426273   , 1380707  , 26708 
 426218   , 1380621  , 26733 
 426264   , 1380789  , 26772 
 426178   , 1380695  , 26741 
 426131   , 1380913  , 26773 
 426135   , 1380661  , 26772 
 426253   , 1380725  , 26890 
 426194   , 1380305  , 26810 
 426080   , 1380020  , 26666 
 426198   , 1379987  , 26789 
 426131   , 1380125  , 26759 
 426109   , 1380126  , 26738 
 426135   , 1380200  , 26700 
 426056   , 1380388  , 26692 
 426020   , 1380443  , 26774 
 425821   , 1380592  , 26746 
 425782   , 1380303  , 26757 
 425622   , 1380063  , 26666 
 425502   , 1379658  , 26672 
 425436   , 1379431  , 26658 
 425538   , 1379080  , 26767 
 425551   , 1379296  , 26651 
 425542   , 1379009  , 26659 
 425530   , 1379009  , 26654 
 425567   , 1379021  , 26606 
 425664   , 1378878  , 26641 
 425557   , 1379129  , 26551 
 425414   , 1378844  , 26532 
 425428   , 1378945  , 26540 
 425374   , 1378442  , 26572 
 425276   , 1378207  , 26512 
 425374   , 1377849  , 26420 
 425251   , 1377728  , 26504 
 425188   , 1377423  , 26526 
 425126   , 1377357  , 26569 
